Item_Number,District,Location,Disposition,Signal_Type,Signal_Description,Occurred_Date_Time,Charge_Code,Charge_Description,Offender_Race,Offender_Gender,Offender_Age,Offender_Number,Person_Type,Victim_Race,Victim_Gender,Victim_Age,Victim_Number,Victim_Fatal_Status,Hate_Crime,Report_Type
A-03306-19,3,4940 CHEF MENTEUR HW,CLOSED,17F,FUGITIVE ATTACHMENT,1/3/2019 11:30,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,34,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03307-18,3,4940 CHEF MENTEUR HW,CLOSED,17F,FUGITIVE ATTACHMENT,1/3/2019 11:30,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,34,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03307-19,3,4940 CHEF MENTEUR HW,CLOSED,17F,FUGITIVE ATTACHMENT,1/3/2019 11:30,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,34,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03308-19,3,4940 CHEF MENTEUR HW,CLOSED,17F,FUGITIVE ATTACHMENT,1/3/2019 11:30,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,34,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03313-20,8,500 BOURBON ST,OPEN,67P,PICKPOCKET,11/16/2019 23:15,14 67,THEFT,NULL,NULL,NULL,1,VICTIM,HISPANIC,MALE,23,1,Non-fatal,,Incident Report
A-03317-19,1,715 S BROAD ST,OPEN,21P,LOST PROPERTY,1/3/2019 12:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Non-fatal,,Supplemental Report
A-03321-19,5,1330 PRESS ST,OPEN,67,THEFT,1/3/2019 12:00,14 67,THEFT,NULL,NULL,NULL,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03321-19,5,1330 PRESS ST,OPEN,67,THEFT,1/3/2019 12:00,NULL,NULL,NULL,NULL,NULL,1,REPORTING PERSON,WHITE,MALE,57,1,Non-fatal,,Incident Report
A-03323-19,2,2518 LEONIDAS ST,OPEN,67,THEFT,1/3/2019 12:00,14 67,THEFT,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,48,1,Non-fatal,,Incident Report
A-03326-19,5,6018 N MIRO ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 12:07,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,30,1,Non-fatal,,Incident Report
A-03326-19,5,6018 N MIRO ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 12:07,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,31,2,Non-fatal,,Incident Report
A-03327-19,7,6011 BULLARD AV,OPEN,107,SUSPICIOUS PERSON,1/3/2019 12:08,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,55,1,Non-fatal,,Incident Report
A-03328-19,4,6101 TULLIS DR,OPEN,67AR,AUTO THEFT & RECOVERY,1/3/2019 7:41,14 67.26,THEFT OF A MOTOR VEHICLE,BLACK,MALE,NULL,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Supplemental Report
A-03328-19,4,6101 TULLIS DR,OPEN,67AR,AUTO THEFT & RECOVERY,1/3/2019 7:41,14 67.26,THEFT OF A MOTOR VEHICLE,BLACK,MALE,NULL,2,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Supplemental Report
A-03335-19,4,3465 CAESAR ST,OPEN,21P,LOST PROPERTY,1/3/2019 12:12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Non-fatal,,Supplemental Report
A-03345-19,5,2453 URQUHART ST,OPEN,103,DISTURBANCE,1/3/2019 12:49,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,BLACK,FEMALE,47,1,Non-fatal,,Incident Report
A-03345-19,5,2453 URQUHART ST,OPEN,103,DISTURBANCE,1/3/2019 12:49,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,15,2,Non-fatal,,Incident Report
A-03346-19,1,1020 N ROBERTSON ST,OPEN,21,MISCELLANEOUS INCIDENT,1/3/2019 12:25,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,WHITE,FEMALE,50,1,Non-fatal,,Incident Report
A-03348-19,3,3000 ELYSIAN FIELDS ST,CLOSED,79,VIOLATION OF PROTECTIVE ORDERS,1/3/2019 10:30,14 79,VIOLATIONS OF PROTECTIVE ORDERS,BLACK,MALE,34,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Supplemental Report
A-03348-19,3,3000 ELYSIAN FIELDS ST,CLOSED,79,VIOLATION OF PROTECTIVE ORDERS,1/3/2019 10:30,14 79,VIOLATIONS OF PROTECTIVE ORDERS,BLACK,MALE,34,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Supplemental Report
A-03367-19,1,1129 SAINT PHILIP ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 12:36,NULL,NULL,BLACK,MALE,NULL,1,VICTIM,BLACK,MALE,26,1,Non-fatal,,Incident Report
A-03375-19,3,4345 KENNON AV,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/3/2019 12:46,NULL,NULL,BLACK,MALE,43,1,VICTIM,BLACK,MALE,43,2,Non-fatal,,Incident Report
A-03375-19,3,4345 KENNON AV,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/3/2019 12:46,14 34.1,SECOND DEGREE BATTERY,BLACK,MALE,43,1,VICTIM,BLACK,FEMALE,55,1,Non-fatal,,Incident Report
A-03375-19,3,4345 KENNON AV,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/3/2019 12:46,NULL,NULL,BLACK,FEMALE,55,2,VICTIM,BLACK,FEMALE,55,1,Non-fatal,,Incident Report
A-03375-19,3,4345 KENNON AV,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/3/2019 12:46,NULL,NULL,BLACK,FEMALE,55,2,WITNESS,BLACK,MALE,62,3,Non-fatal,,Incident Report
A-03375-19,3,4345 KENNON AV,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/3/2019 12:46,NULL,NULL,BLACK,MALE,43,1,WITNESS,BLACK,MALE,62,3,Non-fatal,,Incident Report
A-03375-19,3,4345 KENNON AV,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/3/2019 12:46,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,FEMALE,55,2,VICTIM,BLACK,MALE,43,2,Non-fatal,,Incident Report
A-03379-19,5,1931 MARIGNY ST,OPEN,29,DEATH,1/3/2019 1:30,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,WHITE,MALE,64,1,Non-fatal,,Incident Report
A-03379-19,5,1931 MARIGNY ST,OPEN,29,DEATH,1/3/2019 1:30,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,56,1,Non-fatal,,Incident Report
A-03380-19,7,7412 MORRISON RD,OPEN,67A,AUTO THEFT,1/3/2019 1:00,14 67.26,THEFT OF A MOTOR VEHICLE,UNKNOWN,NULL,NULL,1,VICTIM,BLACK,FEMALE,30,1,Non-fatal,,Supplemental Report
A-03392-19,8,530 NATCHEZ ST,OPEN,21,MISCELLANEOUS INCIDENT,1/3/2019 13:09,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,WHITE,FEMALE,NULL,1,Non-fatal,,Incident Report
A-03392-19,8,530 NATCHEZ ST,OPEN,21,MISCELLANEOUS INCIDENT,1/3/2019 13:09,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,WHITE,FEMALE,28,1,Non-fatal,,Incident Report
A-03394-19,7,4867 WARREN DR,OPEN,59,CRIMINAL MISCHIEF,1/3/2019 12:59,NULL,NULL,UNKNOWN,NULL,NULL,1,REPORTING PERSON,BLACK,MALE,66,1,Non-fatal,,Incident Report
A-03394-19,7,4867 WARREN DR,OPEN,59,CRIMINAL MISCHIEF,1/3/2019 12:59,NULL,NULL,UNKNOWN,NULL,NULL,2,VICTIM,NULL,FEMALE,64,2,Non-fatal,,Incident Report
A-03394-19,7,4867 WARREN DR,OPEN,59,CRIMINAL MISCHIEF,1/3/2019 12:59,NULL,NULL,UNKNOWN,NULL,NULL,3,VICTIM,NULL,FEMALE,64,2,Non-fatal,,Incident Report
A-03394-19,7,4867 WARREN DR,OPEN,59,CRIMINAL MISCHIEF,1/3/2019 12:59,NULL,NULL,UNKNOWN,NULL,NULL,2,REPORTING PERSON,BLACK,MALE,66,1,Non-fatal,,Incident Report
A-03394-19,7,4867 WARREN DR,OPEN,59,CRIMINAL MISCHIEF,1/3/2019 12:59,NULL,NULL,UNKNOWN,NULL,NULL,3,REPORTING PERSON,BLACK,MALE,66,1,Non-fatal,,Incident Report
A-03394-19,7,4867 WARREN DR,OPEN,59,CRIMINAL MISCHIEF,1/3/2019 12:59,14 59,CRIMINAL MISCHIEF,UNKNOWN,NULL,NULL,1,VICTIM,NULL,FEMALE,64,2,Non-fatal,,Incident Report
A-03397-19,2,8220 FORSHEY ST,OPEN,67,THEFT,1/3/2019 13:00,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,BLACK,FEMALE,58,1,Non-fatal,,Incident Report
A-03403-19,8,CAMP ST & JOSEPH ST,OPEN,21P,LOST PROPERTY,1/3/2019 13:16,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,WHITE,MALE,25,1,Non-fatal,,Incident Report
A-03403-19,8,CAMP ST & JOSEPH ST,OPEN,21P,LOST PROPERTY,1/3/2019 13:16,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,WHITE,FEMALE,48,2,Non-fatal,,Incident Report
A-03407-19,3,4345 KENNON AV,CLOSED,79,VIOLATION OF PROTECTIVE ORDERS,1/3/2019 12:46,14 79,VIOLATIONS OF PROTECTIVE ORDERS,BLACK,MALE,43,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03408-19,3,4345 KENNON AV,CLOSED,17F,FUGITIVE ATTACHMENT,1/3/2019 12:46,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,43,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03426-19,7,6510 E HERMES ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 13:00,NULL,NULL,NULL,NULL,NULL,1,INTERVIEW,BLACK,FEMALE,58,3,Non-fatal,,Incident Report
A-03426-19,7,6510 E HERMES ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 13:00,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,33,1,Non-fatal,,Incident Report
A-03426-19,7,6510 E HERMES ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 13:00,NULL,NULL,NULL,NULL,NULL,1,INTERVIEW,BLACK,MALE,58,2,Non-fatal,,Incident Report
A-03428-19,4,1209  TERRY ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 13:41,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,34,1,Non-fatal,,Incident Report
A-03429-19,3,4219 HOLLYGROVE ST,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/3/2019 13:00,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,BLACK,FEMALE,24,1,Non-fatal,,Supplemental Report
A-03430-19,2,2100 OCTAVIA ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/2/2019 19:30,14 62,SIMPLE BURGLARY,UNKNOWN,NULL,NULL,1,VICTIM,WHITE,MALE,27,1,Non-fatal,,Incident Report
A-03431-19,7,4526 HICKERSON ST,OPEN,35D,SIMPLE BATTERY (DOMESTIC),1/3/2019 14:40,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,MALE,27,1,VICTIM,BLACK,FEMALE,22,1,Non-fatal,,Incident Report
A-03439-19,7,LAKE FOREST BD & LOUIS PRIMA,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 11:30,14 62,SIMPLE BURGLARY,BLACK,MALE,NULL,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03439-19,7,LAKE FOREST BD & LOUIS PRIMA,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 11:30,NULL,NULL,BLACK,MALE,NULL,1,REPORTING PERSON,WHITE,MALE,26,1,Non-fatal,,Incident Report
A-03441-19,1,1471 N ROBERTSON ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 14:00,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,36,1,Non-fatal,,Incident Report
A-03443-19,8,334 ROYAL ST,OPEN,21,MISCELLANEOUS INCIDENT,1/3/2019 13:00,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,59,1,Non-fatal,,Incident Report
A-03443-19,8,334 ROYAL ST,OPEN,21,MISCELLANEOUS INCIDENT,1/3/2019 13:00,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,NULL,2,Non-fatal,,Incident Report
A-03446-19,6,1400 7TH ST,CLOSED,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 13:26,14 62,SIMPLE BURGLARY,BLACK,MALE,28,1,VICTIM,WHITE,MALE,42,1,Non-fatal,,Supplemental Report
A-03447-19,6,2900 S SARATOGA ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/3/2019 2:30,NULL,NULL,UNKNOWN,NULL,NULL,1,REPORTING PERSON,BLACK,FEMALE,62,2,Non-fatal,,Incident Report
A-03447-19,6,2900 S SARATOGA ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/3/2019 2:30,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,UNKNOWN,NULL,NULL,1,VICTIM,BLACK,MALE,21,1,Non-fatal,,Incident Report
A-03458-19,6,1700 SAINT CHARLES AV,OPEN,103,DISTURBANCE,1/3/2019 14:06,54 403,DISTURBING THE PEACE,UNKNOWN,NULL,NULL,1,VICTIM,BLACK,FEMALE,50,1,Non-fatal,,Incident Report
A-03459-19,1,1422 BIENVILLE ST #B,OPEN,29,DEATH,1/3/2019 14:41,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,77,2,Non-fatal,,Incident Report
A-03459-19,1,1422 BIENVILLE ST #B,OPEN,29,DEATH,1/3/2019 14:41,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,BLACK,MALE,55,1,Fatal,,Incident Report
A-03473-19,5,5401 ST CLAUDE AV,CLOSED,966,DRUG LAW VIOLATION,1/3/2019 14:00,54 505,SIMPLE POSSESSION OF MARIJUANA AND/OR SYNTHETIC CANNABINOIDS,BLACK,MALE,39,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03475-19,2,1401  CARROLLTON AV,OPEN,67B,BICYCLE THEFT,1/3/2019 13:45,14 67,THEFT,NULL,NULL,NULL,1,VICTIM,WHITE,FEMALE,62,1,Non-fatal,,Incident Report
A-03477-19,7,7001 BUNDY RD #D23,OPEN,21,MISCELLANEOUS INCIDENT,1/3/2019 2:00,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,50,1,Non-fatal,,Incident Report
A-03478-19,4,5997 TULLIS DR #A,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 14:26,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,41,1,Non-fatal,,Incident Report
A-03478-19,4,5997 TULLIS DR #A,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 14:26,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,WHITE,MALE,40,1,Non-fatal,,Incident Report
A-03492-19,8,325 CAMP ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 6:00,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,UNKNOWN,MALE,36,1,Non-fatal,,Incident Report
A-03492-19,8,325 CAMP ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 6:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,UNKNOWN,MALE,36,1,Non-fatal,,Incident Report
A-03501-19,6,1899  TCHOUPITOULAS ST,OPEN,21,MISCELLANEOUS INCIDENT,1/3/2019 15:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Non-fatal,,Incident Report
A-03516-19,6,700 ANTONINE ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 13:10,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,BLACK,FEMALE,36,1,Non-fatal,,Incident Report
A-03521-19,1,900 N PRIEUR ST,OPEN,67C,THEFT FROM EXTERIOR OF VEHICLE,1/3/2019 0:00,14 67,THEFT,UNKNOWN,NULL,NULL,1,VICTIM,BLACK,FEMALE,56,1,Non-fatal,,Incident Report
A-03523-19,5,1841 ALMONASTER BD,OPEN,21P,LOST PROPERTY,1/3/2019 14:35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Non-fatal,,Supplemental Report
A-03524-19,5,2936 SAINT CLAUDE AV,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/3/2019 11:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03524-19,5,2936 SAINT CLAUDE AV,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/3/2019 11:00,NULL,NULL,NULL,NULL,NULL,1,REPORTING PERSON,BLACK,FEMALE,31,1,Non-fatal,,Incident Report
A-03546-19,2,1134 CHEROKEE ST,OPEN,35,SIMPLE BATTERY,1/3/2019 15:25,54 96,BATTERY,WHITE,MALE,22,1,VICTIM,WHITE,FEMALE,16,1,Non-fatal,,Incident Report
A-03546-19,2,1134 CHEROKEE ST,OPEN,35,SIMPLE BATTERY,1/3/2019 15:25,NULL,NULL,WHITE,MALE,22,1,REPORTING PERSON,WHITE,FEMALE,55,1,Non-fatal,,Incident Report
A-03559-18,4,2811 HYMAN PL,OPEN,21P,LOST PROPERTY,1/3/2019 15:31,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,WHITE,FEMALE,91,1,Non-fatal,,Incident Report
A-03559-19,4,2811 HYMAN PL,OPEN,21P,LOST PROPERTY,1/3/2019 15:31,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,WHITE,FEMALE,91,1,Non-fatal,,Incident Report
A-03560-19,4,3300 GARDEN OAKS  #E4,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 3:32,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,44,1,Non-fatal,,Incident Report
A-03560-19,4,3300 GARDEN OAKS  #E4,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 3:32,NULL,NULL,NULL,NULL,NULL,NULL,WITNESS,BLACK,FEMALE,23,2,Non-fatal,,Incident Report
A-03567-19,8,334 ROYAL ST,OPEN,21P,LOST PROPERTY,1/1/2019 0:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Non-fatal,,Supplemental Report
A-03569-19,5,1800 LAMANCHE ST,CLOSED,56D,SIMPLE CRIMINAL DAMAGE (DOMESTIC),1/3/2019 15:40,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,19,1,VICTIM,BLACK,FEMALE,43,1,Non-fatal,,Incident Report
A-03569-19,5,1800 LAMANCHE ST,CLOSED,56D,SIMPLE CRIMINAL DAMAGE (DOMESTIC),1/3/2019 15:40,NULL,NULL,BLACK,MALE,19,1,WITNESS,BLACK,FEMALE,19,3,Non-fatal,,Incident Report
A-03569-19,5,1800 LAMANCHE ST,CLOSED,56D,SIMPLE CRIMINAL DAMAGE (DOMESTIC),1/3/2019 15:40,NULL,NULL,BLACK,MALE,19,1,WITNESS,BLACK,MALE,16,2,Non-fatal,,Incident Report
A-03573-19,7,7841 SHUBERT ST,OPEN,62,SIMPLE BURGLARY,1/3/2019 15:30,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,WHITE,MALE,37,1,Non-fatal,,Incident Report
A-03578-19,7,6000 BOEING ST,OPEN,21,MISCELLANEOUS INCIDENT,1/3/2019 15:46,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03592-19,3,6100 CARTIER ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 1:30,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,WHITE,FEMALE,51,1,Non-fatal,,Incident Report
A-03595-19,7,7601 PINERIDGE ST,OPEN,67,THEFT,1/3/2019 15:57,54 186,THEFT,BLACK,MALE,22,1,VICTIM,BLACK,FEMALE,59,1,Non-fatal,,Incident Report
A-03599-19,8,700 CANAL ST,CLOSED,21,MISCELLANEOUS INCIDENT,1/3/2019 15:30,COURT CAPIAS,CDC WARRANT#,BLACK,MALE,27,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03602-19,1,1805 ESPLANADE AV,OPEN,67F,THEFT BY FRAUD,1/3/2019 0:00,14 67.16,IDENTITY THEFT,NULL,NULL,NULL,1,VICTIM,WHITE,MALE,25,1,Non-fatal,,Incident Report
A-03608-19,1,425 BASIN ST,OPEN,21,MISCELLANEOUS INCIDENT,1/3/2019 14:30,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,WHITE,MALE,61,1,Non-fatal,,Incident Report
A-03611-19,2,900 GENERAL PERSHING ST,CLOSED,67A,AUTO THEFT,1/3/2019 13:57,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Supplemental Report
A-03615-19,2,1100 CHEROKEE ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/3/2019 4:00,54 151,CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,WHITE,MALE,20,1,Non-fatal,,Incident Report
A-03625-19,8,700 CANAL ST,CLOSED,21,MISCELLANEOUS INCIDENT,1/3/2019 15:30,COURT CAPIAS,CDC WARRANT#,BLACK,MALE,27,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03627-19,5,501 CAFFIN AV,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 16:20,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,56,1,Non-fatal,,Incident Report
A-03627-19,5,501 CAFFIN AV,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 16:20,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,60,1,Non-fatal,,Incident Report
A-03630-19,1,560 N CARROLLTON AV,CLOSED,67S,SHOPLIFTING,1/3/2019 16:20,54 186,THEFT,BLACK,MALE,54,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Supplemental Report
A-03632-18,6,2500 S PRIEUR ST,OPEN,67C,THEFT FROM EXTERIOR OF VEHICLE,1/1/2019 20:00,14 67,THEFT,NULL,NULL,NULL,1,VICTIM,BLACK,FEMALE,23,1,Non-fatal,,Incident Report
A-03634-19,4,920 VALLET ST,CLOSED,35,SIMPLE BATTERY,1/3/2019 14:28,54 96,BATTERY,WHITE,MALE,59,1,VICTIM,BLACK,MALE,44,1,Non-fatal,,Incident Report
A-03634-19,4,920 VALLET ST,CLOSED,35,SIMPLE BATTERY,1/3/2019 14:28,54 151,CRIMINAL DAMAGE TO PROPERTY,WHITE,MALE,59,1,VICTIM,BLACK,MALE,44,1,Non-fatal,,Incident Report
A-03642-19,6,3435 CARONDELET ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 16:30,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,66,2,Non-fatal,,Incident Report
A-03642-19,6,3435 CARONDELET ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 16:30,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,58,1,Non-fatal,,Incident Report
A-03643-19,6,1001 LOYOLA AV,CLOSED,35,SIMPLE BATTERY,1/3/2019 16:48,14 35,SIMPLE BATTERY,BLACK,FEMALE,41,1,VICTIM,BLACK,FEMALE,35,1,Non-fatal,,Incident Report
A-03647-18,7,6719 E HERMES ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/3/2019 11:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,42,1,Non-fatal,,Incident Report
A-03647-19,7,6719 E HERMES ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/3/2019 11:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,42,1,Non-fatal,,Incident Report
A-03655-19,2,1311 S GENOIS,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 16:39,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,27,2,Non-fatal,,Incident Report
A-03655-19,2,1311 S GENOIS,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 16:39,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,25,1,Non-fatal,,Incident Report
A-03656-19,3,N CARROLLTON AV & TOULOUSE ST,CLOSED,966,DRUG LAW VIOLATION,1/3/2019 16:40,40 966,PROHIBITED ACTS--SCHEDULE I DRUGS,BLACK,MALE,39,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03661-19,7,6041 BULLARD AV,OPEN,67A,AUTO THEFT,1/2/2019 16:50,14 67.26,THEFT OF A MOTOR VEHICLE,BLACK,MALE,NULL,1,VICTIM,BLACK,FEMALE,22,1,Non-fatal,,Incident Report
A-03662-19,7,6000 BULLARD AV,OPEN,35,SIMPLE BATTERY,1/3/2019 16:00,14 35,SIMPLE BATTERY,BLACK,MALE,NULL,1,VICTIM,BLACK,MALE,20,1,Non-fatal,,Incident Report
A-03663-19,2,AUDUBON ST & COLAPISSA ST,CLOSED,966,DRUG LAW VIOLATION,1/3/2019 16:10,14 69.1,ILLEGAL POSSESSION OF STOLEN FIREARMS,BLACK,MALE,19,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03663-19,2,AUDUBON ST & COLAPISSA ST,CLOSED,966,DRUG LAW VIOLATION,1/3/2019 16:10,40 969,PROHIBITED ACTS-- SCHEDULE IV DRUGS,BLACK,MALE,19,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03663-19,2,AUDUBON ST & COLAPISSA ST,CLOSED,966,DRUG LAW VIOLATION,1/3/2019 16:10,40 966,PROHIBITED ACTS--SCHEDULE I DRUGS,BLACK,MALE,19,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03663-19,2,AUDUBON ST & COLAPISSA ST,CLOSED,966,DRUG LAW VIOLATION,1/3/2019 16:10,40 966,PROHIBITED ACTS--SCHEDULE I DRUGS,BLACK,MALE,19,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
